id;name;url;team;position;value;growth;goals;assists;red;yellow;shots;saves;games_played;popularity;trend;index
dominic_calvert-lewin;Dominic Calvert-Lewin;/da/premier-league-fantasy-fall-2018/players/dominic_calvert-lewin;Everton;Angreb;3168000;168.000;1;-;-;-;-;-;75%;0.007;0,7%;20
mason_holgate;Mason Holgate;/da/premier-league-fantasy-fall-2018/players/mason_holgate;Everton;Forsvar;2560000;60.000;-;-;-;1;-;-;100%;0.045;4,5%;-11
brendan_galloway;Brendan Galloway;/da/premier-league-fantasy-fall-2018/players/brendan_galloway;Everton;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-3
jonjoe_kenny;Jonjoe Kenny;/da/premier-league-fantasy-fall-2018/players/jonjoe_kenny;Everton;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
beni_baningime;Beni Baningime;/da/premier-league-fantasy-fall-2018/players/beni_baningime;Everton;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-1
tyias_browning;Tyias Browning;/da/premier-league-fantasy-fall-2018/players/tyias_browning;Everton;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
fabricio_agosto;Fabricio Agosto;/da/premier-league-fantasy-fall-2018/players/fabricio_agosto;Fulham;Mål;3009000;9.000;-;-;-;-;-;15;50%;0.009;0,9%;-21
marcus_bettinelli;Marcus Bettinelli;/da/premier-league-fantasy-fall-2018/players/marcus_bettinelli;Fulham;Mål;2657000;157.000;-;-;-;1;-;3;50%;0.043;4,3%;1
denis_odoi;Denis Odoi;/da/premier-league-fantasy-fall-2018/players/denis_odoi;Fulham;Forsvar;2562000;62.000;-;-;-;-;-;-;50%;0.001;0,1%;-2
tim_ream;Tim Ream;/da/premier-league-fantasy-fall-2018/players/tim_ream;Fulham;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
cyrus_christie;Cyrus Christie;/da/premier-league-fantasy-fall-2018/players/cyrus_christie;Fulham;Forsvar;2458000;-42.000;-;-;-;-;1;-;50%;0.001;0,1%;-2
ryan_sessegnon;Ryan Sessegnon;/da/premier-league-fantasy-fall-2018/players/ryan_sessegnon;Fulham;Midtbane;4560000;60.000;-;1;-;-;3;-;100%;0.036;3,6%;-24
kevin_mcdonald;Kevin McDonald;/da/premier-league-fantasy-fall-2018/players/kevin_mcdonald;Fulham;Midtbane;2513000;13.000;-;-;-;1;-;-;75%;0.001;0,1%;-1
neeskens_kebano;Neeskens Kebano;/da/premier-league-fantasy-fall-2018/players/neeskens_kebano;Fulham;Midtbane;2980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
stefan_johansen;Stefan Johansen;/da/premier-league-fantasy-fall-2018/players/stefan_johansen;Fulham;Midtbane;3437000;-63.000;-;-;-;1;-;-;75%;0.001;0,1%;-1
tom_cairney;Tom Cairney;/da/premier-league-fantasy-fall-2018/players/tom_cairney;Fulham;Midtbane;3561000;61.000;-;1;-;-;1;-;75%;0.003;0,3%;-1
ibrahima_cisse;Ibrahima Cisse;/da/premier-league-fantasy-fall-2018/players/ibrahima_cisse;Fulham;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-2
floyd_ayite;Floyd Ayite;/da/premier-league-fantasy-fall-2018/players/floyd_ayite;Fulham;Angreb;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
aboubakar_kamara;Aboubakar Kamara;/da/premier-league-fantasy-fall-2018/players/aboubakar_kamara;Fulham;Angreb;3452000;-48.000;-;-;-;-;1;-;50%;0.001;0,1%;-
ryan_schofield;Ryan Schofield;/da/premier-league-fantasy-fall-2018/players/ryan_schofield;Huddersfield;Mål;2480000;-20.000;-;-;-;-;-;-;0%;0.007;0,7%;2
thomas_george_smith;Tommy Smith;/da/premier-league-fantasy-fall-2018/players/thomas_george_smith;Huddersfield;Forsvar;1939000;-61.000;-;-;-;-;-;-;25%;0.002;0,2%;2
chris_lowe;Chris Löwe;/da/premier-league-fantasy-fall-2018/players/chris_lowe;Huddersfield;Forsvar;2429000;-71.000;-;-;-;-;-;-;75%;0.001;0,1%;-
mathias_zanka_joergensen;Mathias Zanka Jørgensen;/da/premier-league-fantasy-fall-2018/players/mathias_zanka_joergensen;Huddersfield;Forsvar;3009000;9.000;-;-;-;1;-;-;75%;0.053;5,3%;-10
christopher_schindler;Christopher Schindler;/da/premier-league-fantasy-fall-2018/players/christopher_schindler;Huddersfield;Forsvar;2458000;-42.000;-;-;-;2;1;-;100%;0.001;0,1%;1
jon_gorenc_stankovic;Jon Gorenc Stankovic;/da/premier-league-fantasy-fall-2018/players/jon_gorenc_stankovic;Huddersfield;Forsvar;2089000;89.000;1;-;-;-;-;-;25%;0.001;0,1%;-
jonathan_hogg;Jonathan Hogg;/da/premier-league-fantasy-fall-2018/players/jonathan_hogg;Huddersfield;Midtbane;2410000;-90.000;-;-;1;-;-;-;50%;0;0,0%;-
philip_billing;Philip Billing;/da/premier-league-fantasy-fall-2018/players/philip_billing;Huddersfield;Midtbane;2023000;23.000;1;-;-;2;-;-;100%;0.023;2,3%;19
elias_kachunga;Elias Kachunga;/da/premier-league-fantasy-fall-2018/players/elias_kachunga;Huddersfield;Midtbane;2507000;7.000;-;-;-;-;1;-;25%;0;0,0%;-
aaron_mooy;Aaron Mooy;/da/premier-league-fantasy-fall-2018/players/aaron_mooy;Huddersfield;Midtbane;2989000;-11.000;-;-;-;-;1;-;75%;0.019;1,9%;-9
rajiv_van_la_parra;Rajiv van La Parra;/da/premier-league-fantasy-fall-2018/players/rajiv_van_la_parra;Huddersfield;Midtbane;3016000;16.000;-;-;-;-;-;-;50%;0.001;0,1%;-
alex_pritchard;Alex Pritchard;/da/premier-league-fantasy-fall-2018/players/alex_pritchard;Huddersfield;Midtbane;2436000;-64.000;-;-;-;-;1;-;50%;0.001;0,1%;-1
collin_quaner;Collin Quaner;/da/premier-league-fantasy-fall-2018/players/collin_quaner;Huddersfield;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
abdelhamid_sabiri;Abdelhamid Sabiri;/da/premier-league-fantasy-fall-2018/players/abdelhamid_sabiri;Huddersfield;Midtbane;1963000;-37.000;-;-;-;-;-;-;25%;0.001;0,1%;3
laurent_depoitre;Laurent Depoitre;/da/premier-league-fantasy-fall-2018/players/laurent_depoitre;Huddersfield;Angreb;2976000;-24.000;-;-;-;-;1;-;100%;0.001;0,1%;-3
steve_mounie;Steve Mounie;/da/premier-league-fantasy-fall-2018/players/steve_mounie;Huddersfield;Angreb;3536000;36.000;-;1;-;-;4;-;100%;0.003;0,3%;-
daniel_williams_89;Danny Williams;/da/premier-league-fantasy-fall-2018/players/daniel_williams_89;Huddersfield;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
kasper_schmeichel;Kasper Schmeichel;/da/premier-league-fantasy-fall-2018/players/kasper_schmeichel;Leicester City;Mål;5213000;213.000;-;-;-;-;-;14;100%;0.157;15,7%;-10
eldin_jakupovic;Eldin Jakupovic;/da/premier-league-fantasy-fall-2018/players/eldin_jakupovic;Leicester City;Mål;3980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
danny_simpson;Danny Simpson;/da/premier-league-fantasy-fall-2018/players/danny_simpson;Leicester City;Forsvar;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-1
ben_chilwell;Ben Chilwell;/da/premier-league-fantasy-fall-2018/players/ben_chilwell;Leicester City;Forsvar;3148000;148.000;-;-;-;-;3;-;100%;0.004;0,4%;3
wes_morgan;Wes Morgan;/da/premier-league-fantasy-fall-2018/players/wes_morgan;Leicester City;Forsvar;2511000;11.000;-;-;-;-;-;-;75%;0.008;0,8%;18
harry_maguire;Harry Maguire;/da/premier-league-fantasy-fall-2018/players/harry_maguire;Leicester City;Forsvar;3758000;258.000;1;-;-;2;-;-;100%;0.152;15,2%;12
christian_fuchs;Christian Fuchs;/da/premier-league-fantasy-fall-2018/players/christian_fuchs;Leicester City;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-1
yohan_benalouane;Yohan Benalouane;/da/premier-league-fantasy-fall-2018/players/yohan_benalouane;Leicester City;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-1
josh_knight;Josh Knight;/da/premier-league-fantasy-fall-2018/players/josh_knight;Leicester City;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
sam_hughes;Sam Hughes;/da/premier-league-fantasy-fall-2018/players/sam_hughes;Leicester City;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
callum_elder;Callum Elder;/da/premier-league-fantasy-fall-2018/players/callum_elder;Leicester City;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
demarai_gray;Demarai Gray;/da/premier-league-fantasy-fall-2018/players/demarai_gray;Leicester City;Midtbane;3713000;213.000;1;-;-;-;3;-;100%;0.01;1,0%;22
marc_albrighton;Marc Albrighton;/da/premier-league-fantasy-fall-2018/players/marc_albrighton;Leicester City;Midtbane;3615000;115.000;-;1;-;-;-;-;75%;0.004;0,4%;1
adrien_silva;Adrien Silva;/da/premier-league-fantasy-fall-2018/players/adrien_silva;Leicester City;Midtbane;2006000;6.000;-;-;-;-;-;-;50%;0.143;14,3%;-145
daniel_amartey;Daniel Amartey;/da/premier-league-fantasy-fall-2018/players/daniel_amartey;Leicester City;Midtbane;2042000;42.000;-;-;-;1;1;-;100%;0.008;0,8%;3
vicente_iborra;Vicente Iborra;/da/premier-league-fantasy-fall-2018/players/vicente_iborra;Leicester City;Midtbane;2979000;-21.000;-;-;-;-;-;-;25%;0.001;0,1%;-
matthew_james;Matthew James;/da/premier-league-fantasy-fall-2018/players/matthew_james;Leicester City;Midtbane;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;1
onyinye_wilfred_ndidi;Onyinye Wilfred Ndidi;/da/premier-league-fantasy-fall-2018/players/onyinye_wilfred_ndidi;Leicester City;Midtbane;3058000;58.000;-;-;-;1;1;-;100%;0.007;0,7%;-4
hamza_choudhury;Hamza Choudhury;/da/premier-league-fantasy-fall-2018/players/hamza_choudhury;Leicester City;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
andy_king;Andy King;/da/premier-league-fantasy-fall-2018/players/andy_king;Leicester City;Midtbane;2980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;1
nampalys_mendy;Nampalys Mendy;/da/premier-league-fantasy-fall-2018/players/nampalys_mendy;Leicester City;Midtbane;2057000;57.000;-;-;-;1;-;-;75%;0.004;0,4%;16
kelechi_iheanacho;Kelechi Iheanacho;/da/premier-league-fantasy-fall-2018/players/kelechi_iheanacho;Leicester City;Angreb;3554000;54.000;-;-;-;-;-;-;100%;0.021;2,1%;-2
jamie_vardy;Jamie Vardy;/da/premier-league-fantasy-fall-2018/players/jamie_vardy;Leicester City;Angreb;7086000;86.000;1;-;1;-;-;-;50%;0.01;1,0%;-3
shinji_okazaki;Shinji Okazaki;/da/premier-league-fantasy-fall-2018/players/shinji_okazaki;Leicester City;Angreb;3524000;24.000;-;-;-;-;-;-;50%;0.002;0,2%;-1
fousseni_diabate;Fousseni Diabate;/da/premier-league-fantasy-fall-2018/players/fousseni_diabate;Leicester City;Angreb;2480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-1
layton_ndukwu;Layton Ndukwu;/da/premier-league-fantasy-fall-2018/players/layton_ndukwu;Leicester City;Angreb;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
simon_mignolet;Simon Mignolet;/da/premier-league-fantasy-fall-2018/players/simon_mignolet;Liverpool;Mål;5480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
nathaniel_clyne;Nathaniel Clyne;/da/premier-league-fantasy-fall-2018/players/nathaniel_clyne;Liverpool;Forsvar;3480000;-20.000;-;-;-;-;-;-;0%;0.005;0,5%;-8
virgil_van_dijk;Virgil van Dijk;/da/premier-league-fantasy-fall-2018/players/virgil_van_dijk;Liverpool;Forsvar;5360000;360.000;-;-;-;1;-;-;100%;0.107;10,7%;-34
dejan_lovren;Dejan Lovren;/da/premier-league-fantasy-fall-2018/players/dejan_lovren;Liverpool;Forsvar;4480000;-20.000;-;-;-;-;-;-;0%;0.016;1,6%;-13
joseph_dave_gomez;Joseph 'Joe' Gomez;/da/premier-league-fantasy-fall-2018/players/joseph_dave_gomez;Liverpool;Forsvar;3890000;390.000;-;-;-;-;1;-;100%;0.062;6,2%;-31
alberto_moreno_perez;Alberto Moreno;/da/premier-league-fantasy-fall-2018/players/alberto_moreno_perez;Liverpool;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0.005;0,5%;-4
andrew_robertson;Andrew Robertson;/da/premier-league-fantasy-fall-2018/players/andrew_robertson;Liverpool;Forsvar;5980000;480.000;-;2;-;-;-;-;100%;0.016;1,6%;14
joel_matip;Joel Matip;/da/premier-league-fantasy-fall-2018/players/joel_matip;Liverpool;Forsvar;3564000;64.000;-;-;-;-;-;-;50%;0.003;0,3%;-1
trent_alexander_arnold;Trent Alexander-Arnold;/da/premier-league-fantasy-fall-2018/players/trent_alexander_arnold;Liverpool;Forsvar;4330000;330.000;-;-;-;3;1;-;100%;0.188;18,8%;-64
georginio_wijnaldum;Georginio Wijnaldum;/da/premier-league-fantasy-fall-2018/players/georginio_wijnaldum;Liverpool;Midtbane;4750000;250.000;-;-;-;-;2;-;100%;0.026;2,6%;-1
james_milner;James Milner;/da/premier-league-fantasy-fall-2018/players/james_milner;Liverpool;Midtbane;3955000;455.000;1;2;-;1;-;-;100%;0.265;26,5%;39
jordan_henderson;Jordan Henderson;/da/premier-league-fantasy-fall-2018/players/jordan_henderson;Liverpool;Midtbane;4680000;180.000;-;-;-;-;-;-;100%;0.012;1,2%;-1
adam_lallana;Adam Lallana;/da/premier-league-fantasy-fall-2018/players/adam_lallana;Liverpool;Midtbane;4037000;37.000;-;-;-;-;-;-;25%;0.003;0,3%;-4
alex_oxlade_chamberlain;Alex Oxlade-Chamberlain;/da/premier-league-fantasy-fall-2018/players/alex_oxlade_chamberlain;Liverpool;Midtbane;3980000;-20.000;-;-;-;-;-;-;0%;0.007;0,7%;-6
lazar_markovic;Lazar Markovic;/da/premier-league-fantasy-fall-2018/players/lazar_markovic;Liverpool;Midtbane;2480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
pedro_chirivella;Pedro Chirivella;/da/premier-league-fantasy-fall-2018/players/pedro_chirivella;Liverpool;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
roberto_firmino;Roberto Firmino;/da/premier-league-fantasy-fall-2018/players/roberto_firmino;Liverpool;Angreb;7980000;480.000;1;2;-;-;3;-;100%;0.179;17,9%;-23
sadio_mane;Sadio Mane;/da/premier-league-fantasy-fall-2018/players/sadio_mane;Liverpool;Angreb;8640000;640.000;4;-;-;-;2;-;100%;0.087;8,7%;73
mohamed_salah;Mohamed Salah;/da/premier-league-fantasy-fall-2018/players/mohamed_salah;Liverpool;Angreb;10580000;580.000;2;1;-;-;5;-;100%;0.313;31,3%;-163
daniel_sturridge;Daniel Sturridge;/da/premier-league-fantasy-fall-2018/players/daniel_sturridge;Liverpool;Angreb;4721000;221.000;1;-;-;-;1;-;75%;0.016;1,6%;-24
danny_ings;Danny Ings;/da/premier-league-fantasy-fall-2018/players/danny_ings;Southampton;Angreb;3284000;284.000;2;-;-;-;2;-;100%;0.014;1,4%;69
dominic_solanke;Dominic Solanke;/da/premier-league-fantasy-fall-2018/players/dominic_solanke;Liverpool;Angreb;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-1
rhian_brewster;Rhian Brewster;/da/premier-league-fantasy-fall-2018/players/rhian_brewster;Liverpool;Angreb;1980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-
alireza_jahanbakhsh;Alireza Jahanbakhsh;/da/premier-league-fantasy-fall-2018/players/alireza_jahanbakhsh;Brighton and Hove;Midtbane;5501000;1.000;-;-;-;-;-;-;75%;0.001;0,1%;-2
ederson_moraes;Ederson Moraes;/da/premier-league-fantasy-fall-2018/players/ederson_moraes;Manchester City;Mål;7354000;354.000;-;1;-;-;-;5;100%;0.026;2,6%;-1
joe_hart;Joe Hart;/da/premier-league-fantasy-fall-2018/players/joe_hart;Burnley;Mål;5211000;211.000;-;-;-;-;-;22;100%;0.007;0,7%;-1
claudio_bravo;Claudio Bravo;/da/premier-league-fantasy-fall-2018/players/claudio_bravo;Manchester City;Mål;5980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
arijanet_muric;Arijanet Muric;/da/premier-league-fantasy-fall-2018/players/arijanet_muric;Manchester City;Mål;4480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
daniel_grimshaw;Daniel Grimshaw;/da/premier-league-fantasy-fall-2018/players/daniel_grimshaw;Manchester City;Mål;3980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
benjamin_mendy;Benjamin Mendy;/da/premier-league-fantasy-fall-2018/players/benjamin_mendy;Manchester City;Forsvar;3464000;464.000;-;4;-;-;1;-;100%;0.609;60,9%;90
danilo_luiz_da_silva;Danilo;/da/premier-league-fantasy-fall-2018/players/danilo_luiz_da_silva;Manchester City;Forsvar;5480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-2
kyle_walker;Kyle Walker;/da/premier-league-fantasy-fall-2018/players/kyle_walker;Manchester City;Forsvar;5845000;345.000;1;-;-;-;-;-;75%;0.025;2,5%;15
aymeric_laporte;Aymeric Laporte;/da/premier-league-fantasy-fall-2018/players/aymeric_laporte;Manchester City;Forsvar;5429000;429.000;1;-;-;-;1;-;100%;0.013;1,3%;28
john_stones;John Stones;/da/premier-league-fantasy-fall-2018/players/john_stones;Manchester City;Forsvar;5735000;235.000;-;-;-;-;-;-;75%;0.012;1,2%;-2
nicolas_otamendi;Nicolas Otamendi;/da/premier-league-fantasy-fall-2018/players/nicolas_otamendi;Manchester City;Forsvar;4980000;-20.000;-;-;-;-;-;-;0%;0.005;0,5%;-9
vincent_kompany;Vincent Kompany;/da/premier-league-fantasy-fall-2018/players/vincent_kompany;Manchester City;Forsvar;4105000;105.000;-;-;-;1;-;-;75%;0.028;2,8%;1
eliaquim_mangala;Eliaquim Mangala;/da/premier-league-fantasy-fall-2018/players/eliaquim_mangala;Manchester City;Forsvar;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
brahim_diaz;Brahim Diaz;/da/premier-league-fantasy-fall-2018/players/brahim_diaz;Manchester City;Midtbane;2480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
ilkay_gundogan;Ilkay Gündogan;/da/premier-league-fantasy-fall-2018/players/ilkay_gundogan;Manchester City;Midtbane;5252000;252.000;-;1;-;-;2;-;100%;0.033;3,3%;-4
kevin_de_bruyne;Kevin De Bruyne;/da/premier-league-fantasy-fall-2018/players/kevin_de_bruyne;Manchester City;Midtbane;8027000;27.000;-;-;-;1;1;-;25%;0.027;2,7%;-27
leroy_sane;Leroy Sane;/da/premier-league-fantasy-fall-2018/players/leroy_sane;Manchester City;Midtbane;7601000;101.000;-;-;-;-;1;-;75%;0.039;3,9%;-96
fabian_delph;Fabian Delph;/da/premier-league-fantasy-fall-2018/players/fabian_delph;Manchester City;Midtbane;2980000;-20.000;-;-;-;-;-;-;0%;0.007;0,7%;-6
phil_foden;Phil Foden;/da/premier-league-fantasy-fall-2018/players/phil_foden;Manchester City;Midtbane;2527000;27.000;-;-;-;-;-;-;25%;0.042;4,2%;-46
bernardo_silva;Bernardo Silva;/da/premier-league-fantasy-fall-2018/players/bernardo_silva;Manchester City;Midtbane;7827000;327.000;1;-;-;-;2;-;100%;0.015;1,5%;-11
fernandinho;Fernandinho;/da/premier-league-fantasy-fall-2018/players/fernandinho;Manchester City;Midtbane;5214000;214.000;-;-;-;-;1;-;100%;0.03;3,0%;17
claudio_gomes;Claudio Gomes;/da/premier-league-fantasy-fall-2018/players/claudio_gomes;Manchester City;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-1
david_silva;David Silva;/da/premier-league-fantasy-fall-2018/players/david_silva;Manchester City;Midtbane;7242000;242.000;1;-;-;1;2;-;75%;0.018;1,8%;23
raheem_sterling;Raheem Sterling;/da/premier-league-fantasy-fall-2018/players/raheem_sterling;Manchester City;Midtbane;8395000;395.000;2;-;-;1;2;-;75%;0.019;1,9%;20
olexandr_zinchenko;Olexandr Zinchenko;/da/premier-league-fantasy-fall-2018/players/olexandr_zinchenko;Manchester City;Midtbane;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-1
gabriel_jesus;Gabriel Jesus;/da/premier-league-fantasy-fall-2018/players/gabriel_jesus;Manchester City;Angreb;7392000;392.000;1;-;-;-;7;-;100%;0.053;5,3%;10
sergio_aguero;Sergio Agüero;/da/premier-league-fantasy-fall-2018/players/sergio_aguero;Manchester City;Angreb;8674000;674.000;3;1;-;-;3;-;100%;0.368;36,8%;83
david_de_gea;David de Gea;/da/premier-league-fantasy-fall-2018/players/david_de_gea;Manchester United;Mål;6672000;172.000;-;-;-;-;-;9;100%;0.096;9,6%;-6
sergio_romero;Sergio Romero;/da/premier-league-fantasy-fall-2018/players/sergio_romero;Manchester United;Mål;5480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
victor_lindelof;Victor Lindelöf;/da/premier-league-fantasy-fall-2018/players/victor_lindelof;Manchester United;Forsvar;4118000;118.000;-;-;-;-;-;-;100%;0.005;0,5%;7
eric_bertrand_bailly;Eric Bertrand Bailly;/da/premier-league-fantasy-fall-2018/players/eric_bertrand_bailly;Manchester United;Forsvar;4069000;69.000;-;-;-;-;-;-;75%;0.064;6,4%;-27
phil_jones;Phil Jones;/da/premier-league-fantasy-fall-2018/players/phil_jones;Manchester United;Forsvar;3451000;-49.000;-;-;-;-;-;-;25%;0.005;0,5%;-2
marcos_rojo;Marcos Rojo;/da/premier-league-fantasy-fall-2018/players/marcos_rojo;Manchester United;Forsvar;2980000;-20.000;-;-;-;-;-;-;0%;0.003;0,3%;-3
chris_smalling;Chris Smalling;/da/premier-league-fantasy-fall-2018/players/chris_smalling;Manchester United;Forsvar;6060000;60.000;-;-;-;-;-;-;50%;0.002;0,2%;-
ashley_young;Ashley Young;/da/premier-league-fantasy-fall-2018/players/ashley_young;Manchester United;Forsvar;4973000;-27.000;-;-;-;-;-;-;25%;0.007;0,7%;-4
luke_shaw;Luke Shaw;/da/premier-league-fantasy-fall-2018/players/luke_shaw;Manchester United;Forsvar;4792000;292.000;1;-;-;1;3;-;100%;0.011;1,1%;23
timothy_fosu-mensah;Timothy Fosu-Mensah;/da/premier-league-fantasy-fall-2018/players/timothy_fosu-mensah;Fulham;Forsvar;2555000;55.000;-;-;-;-;1;-;75%;0.007;0,7%;-9
luis_antonio_valencia;Luis Antonio Valencia;/da/premier-league-fantasy-fall-2018/players/luis_antonio_valencia;Manchester United;Forsvar;6040000;40.000;-;-;-;1;-;-;50%;0.003;0,3%;-
matteo_darmian;Matteo Darmian;/da/premier-league-fantasy-fall-2018/players/matteo_darmian;Manchester United;Forsvar;3039000;39.000;-;-;-;-;1;-;25%;0.019;1,9%;-33
paul_pogba;Paul Pogba;/da/premier-league-fantasy-fall-2018/players/paul_pogba;Manchester United;Midtbane;6810000;310.000;2;-;-;-;3;-;100%;0.034;3,4%;-
juan_manuel_mata;Juan Manuel Mata;/da/premier-league-fantasy-fall-2018/players/juan_manuel_mata;Manchester United;Midtbane;4062000;62.000;-;1;-;-;-;-;50%;0.025;2,5%;-39
jesse_lingard;Jesse Lingard;/da/premier-league-fantasy-fall-2018/players/jesse_lingard;Manchester United;Midtbane;5527000;27.000;-;-;-;-;1;-;75%;0.03;3,0%;1
andreas_pereira;Andreas Pereira;/da/premier-league-fantasy-fall-2018/players/andreas_pereira;Manchester United;Midtbane;3492000;-8.000;-;-;-;1;-;-;50%;0.019;1,9%;-25
ander_herrera;Ander Herrera;/da/premier-league-fantasy-fall-2018/players/ander_herrera;Manchester United;Midtbane;2988000;-12.000;-;-;-;1;1;-;50%;0.016;1,6%;3
marouane_fellaini;Marouane Fellaini;/da/premier-league-fantasy-fall-2018/players/marouane_fellaini;Manchester United;Midtbane;3562000;62.000;-;-;-;-;-;-;100%;0.015;1,5%;10
